Date,Open,High,Low,Close,Volume
20151027,13.9479,14.0138,13.8348,13.8725,14455
20151028,14.0987,14.0987,13.7877,13.9667,24691
20151029,13.9479,14.2777,13.9479,14.1364,84564
20151030,14.1364,14.2212,14.1364,14.1741,4523
20151102,14.5133,14.5133,14.0892,14.1364,56959
20151103,15.0599,15.0599,14.1458,14.3437,15144
20151104,15.5311,16.3416,15.5311,16.2474,738327
20151105,16.3322,16.9731,16.2285,16.8694,227036
20151106,16.8034,17.5762,16.6715,17.1521,107976
20151109,17.3689,17.4348,16.6903,17.3877,40839
20151110,17.6139,17.6139,17.2087,17.2464,40194
20151111,17.2935,17.4537,17.0390,17.4537,269832
20151112,17.7081,18.2548,17.1992,17.5008,341551
20151113,17.5385,17.8589,17.5385,17.7081,557503
20151116,17.8024,18.2736,17.6610,18.2265,862049
20151117,18.1888,18.1888,17.9061,18.0380,104620
20151118,17.9249,18.1888,17.9061,18.1888,125202
20151119,18.1888,18.1888,17.8212,17.9720,152158
20151120,17.9061,18.1040,17.7647,17.9532,306767
20151123,17.9061,18.1417,17.8589,18.0474,24292
20151124,17.9343,18.3019,17.9343,18.1699,123015
20151125,18.2453,18.2453,18.1040,18.1888,37007
20151126,18.1888,18.6788,18.1888,18.6600,236863
20151127,18.6600,18.7919,18.1699,18.7919,92257
20151130,18.7542,18.7542,17.9061,17.9532,180602
20151201,16.7092,17.1521,16.6244,16.7374,1186110
20151202,16.7092,16.7940,16.7092,16.7280,135018
20151203,16.7751,16.7940,16.7280,16.7469,80016
20151204,16.7374,16.7751,16.7280,16.7374,37245
20151207,16.7657,16.7657,16.4924,16.5018,76625
20151208,16.5113,16.5113,16.3982,16.4924,76477
20151209,16.5018,16.5207,16.0966,16.0966,65926
20151210,16.2097,16.2097,15.7950,16.0306,209571
20151211,15.9552,16.0024,15.4840,15.5877,175453
20151214,15.5500,15.5500,15.0034,15.2107,147736
20151215,15.2861,15.4086,15.2107,15.3050,147266
20151216,15.3615,15.7102,15.3615,15.5688,45083
20151217,15.5688,15.7950,15.3615,15.3804,63349
20151218,15.9175,16.4641,15.5029,16.3416,574596
20151221,16.2380,16.5772,16.0401,16.2003,46416
20151222,16.2474,16.5678,16.0872,16.2380,33961
20151223,16.2474,16.4736,16.0966,16.4264,57513
20151224,16.3982,16.3982,16.2097,16.2097,13971
20151229,16.2662,16.5867,16.2097,16.3982,21193
20151230,16.5113,16.5584,16.2380,16.3228,17957
20151231,16.3793,16.3793,16.1908,16.2474,12704
20160104,16.3039,16.3039,16.0212,16.0589,49950
20160105,16.0212,16.1814,16.0024,16.0683,388016
20160106,16.0212,16.0683,15.7479,15.9175,24399
20160107,15.7762,15.7856,15.5311,15.5500,82451
20160108,15.6065,16.1343,15.6065,15.8987,41679
20160111,16.0966,16.2097,15.4558,15.6442,101528
20160112,15.6725,15.8516,15.5500,15.6631,117498
20160113,15.7291,15.9835,15.5217,15.5500,53374
20160114,15.5971,15.5971,15.2107,15.3709,88950
20160115,15.3238,15.3238,14.9374,15.0599,109239
20160118,14.9374,14.9563,14.6076,14.7301,13330
20160119,14.9186,15.0788,14.7584,14.9657,46057
20160120,14.6170,14.8526,14.2494,14.7207,41720
20160121,15.3804,15.3804,14.7584,15.0411,131835
20160122,15.0505,15.7950,15.0411,15.4181,53656
20160125,15.8327,15.8327,15.4086,15.5971,58158
20160126,15.6442,15.6442,15.2861,15.3898,59535
20160127,15.3521,15.7102,15.3427,15.6254,33757
20160128,15.7856,15.7950,15.6914,15.6914,35042
20160129,15.7856,15.7856,15.6914,15.7762,11652
20160201,15.7008,15.8327,15.6914,15.7385,11974
20160202,15.7385,15.8139,15.7008,15.7762,11256
20160203,15.8139,16.1154,15.8139,16.0118,34862
20160204,16.0306,16.1154,16.0212,16.0683,6843
20160205,16.1626,16.1626,16.0212,16.0872,16345
20160208,16.2757,16.2757,15.7385,15.8893,36805
20160209,15.7856,15.9081,15.7385,15.9081,23787
20160210,15.8893,16.1060,15.6065,15.6442,70087
20160211,15.5398,15.8532,14.7894,15.7297,61429
20160212,15.7107,15.8057,15.1978,15.2073,432824
20160216,15.8722,15.8722,15.3023,15.6442,12444
20160217,15.8627,16.1477,15.8627,15.9482,34560
20160218,15.5018,15.9672,15.5018,15.6917,11977
20160219,15.3593,15.6727,15.1978,15.5682,20752
20160222,15.6917,16.1572,15.6062,15.7582,19709
20160223,15.7582,16.8696,15.7535,16.5371,307106
20160224,16.0622,16.7461,16.0622,16.4896,58113
20160225,16.8506,17.4015,16.5656,17.2305,368980
20160226,17.2400,17.9144,17.0500,17.9144,139591
20160229,18.0284,18.2374,17.9334,18.1044,172596
20160301,18.2184,18.2374,17.8479,18.2089,217144
20160302,18.2374,18.4273,18.2279,18.3988,116362
20160303,18.4273,18.7028,18.4273,18.6173,87739
20160304,18.5603,18.7598,18.5318,18.6553,123568
20160307,18.6553,18.6553,18.5223,18.5223,31723
20160308,18.4083,18.4653,18.0474,18.1139,44435
20160309,17.7339,18.0474,17.7339,17.9999,72917
20160310,17.9619,18.1994,17.9524,18.0759,46299
20160311,18.0569,18.2374,18.0474,18.1899,27903
20160314,18.2279,18.2374,18.0854,18.1804,37670
20160315,18.1329,18.3134,18.1329,18.2849,52111
20160316,18.2564,18.2659,18.1899,18.2659,6022
20160317,18.1994,18.4273,18.1994,18.3988,24984
20160318,18.3988,18.7598,18.2944,18.3418,27728
20160321,18.3228,18.4083,18.1899,18.2184,16936
20160322,18.1899,18.3228,18.1424,18.3134,37967
20160323,18.3323,18.3323,17.6484,17.8194,23788
20160324,17.6010,17.8384,17.3825,17.5820,13199
20160328,17.8194,17.9904,17.6579,17.9904,11398
20160329,17.8669,17.9524,17.8574,17.8669,45353
20160330,17.9334,18.5223,17.9334,18.5223,10310
20160331,18.5128,18.7598,18.3418,18.5318,39747
20160401,18.5888,18.5888,18.2469,18.4938,25556
20160404,18.1044,18.2374,18.0474,18.1139,4603
20160405,18.3513,18.5128,18.0284,18.0569,15343
20160406,18.2374,18.2374,17.9049,18.0664,30421
20160407,17.9334,18.1614,17.9334,18.0474,14451
20160408,18.0379,18.1709,18.0379,18.1329,25805
20160411,18.1424,18.2754,18.0474,18.1804,28624
20160412,18.2279,18.2279,18.0474,18.1329,92492
20160413,18.2279,18.3893,18.0189,18.2564,194360
20160414,18.2659,18.2659,18.0474,18.0949,18747
20160415,18.1234,18.3323,18.1234,18.2849,126696
20160418,18.1709,18.4178,18.1709,18.4083,10207
20160419,18.4273,18.5223,18.2849,18.4653,36241
20160420,18.4938,18.9403,18.4938,18.7408,24507
20160421,18.7503,19.1112,18.7503,18.7978,29409
20160422,18.7978,18.9498,18.7883,18.9118,19690
20160425,18.6553,18.8453,18.6553,18.6933,52245
20160426,18.6933,18.7598,18.5223,18.5793,10081
20160427,18.6553,19.3107,18.6173,19.1872,19557
20160428,19.2252,19.2252,18.5318,18.6078,42191
20160429,18.6458,18.7693,18.1329,18.6553,36199
20160502,18.5888,18.6173,18.4083,18.5033,35745
20160503,18.3608,18.4273,18.2564,18.4273,4859
20160504,18.3228,18.5508,18.2374,18.3418,3501
20160505,18.3513,18.4178,18.3323,18.3893,4598
20160506,18.3228,18.3418,18.2659,18.3228,8200
20160509,19.0922,19.0922,18.0854,18.2374,15720
20160510,18.2469,18.2944,17.6105,17.8099,140690
20160511,19.1777,20.1656,18.5223,20.0896,621285
20160512,20.1941,20.7925,20.1181,20.6975,362304
20160513,20.5740,21.2959,20.5740,21.1439,183457
20160516,21.5999,21.8468,21.4194,21.6379,73250
20160517,21.3909,22.0463,21.3909,21.8373,209479
20160518,21.9615,22.7448,21.8564,22.5920,154541
20160519,22.4009,22.4583,21.9711,21.9902,116600
20160520,22.0571,22.4487,21.9711,22.1621,136404
20160524,22.3818,22.4583,22.1621,22.1621,32632
20160525,22.2959,22.3054,21.9520,21.9711,26061
20160526,22.0379,22.0379,21.7132,21.8756,42479
20160527,21.9424,21.9424,21.5221,21.8564,37112
20160530,21.9281,21.9281,21.4457,21.8947,65962
20160531,21.9138,22.2863,21.7323,22.0857,237729
20160601,22.3723,22.4678,22.2577,22.4487,40895
20160602,22.4487,22.6875,22.4009,22.5920,171313
20160603,22.6302,23.2416,22.5538,23.0601,75295
20160606,23.1461,23.1747,22.8690,22.9359,73630
20160607,23.1461,23.4040,23.0505,23.2607,203226
20160608,23.4135,23.8434,23.1747,23.6332,56406
20160609,23.6332,23.6332,22.8404,22.9263,56382
20160610,22.8786,22.8977,22.2099,22.3245,43447
20160613,22.4678,22.4678,21.9711,22.0379,21871
20160614,21.8947,21.9711,21.5030,21.7800,42379
20160615,21.7991,22.3532,21.7323,22.1239,346389
20160616,22.1621,22.4296,21.5412,22.2386,100817
20160617,22.2768,22.5538,22.1717,22.1717,17960
20160620,22.1621,22.5824,22.1621,22.2672,40271
20160621,22.2672,22.4105,22.0093,22.4105,30246
20160622,22.3723,22.6971,22.0093,22.0188,21201
20160623,22.0953,22.1621,21.6845,21.9615,32671
20160624,21.4934,22.2099,21.1304,21.9615,42410
20160627,22.1526,22.1526,21.3119,21.5221,31051
20160628,21.8564,22.4487,21.4361,21.8851,57330
20160629,21.9329,22.6875,21.9329,22.3723,31185
20160630,22.6111,22.8308,22.3341,22.7544,44260
20160704,23.0983,23.5950,22.5633,22.9741,64165
20160705,23.0983,23.2893,22.9263,23.0601,67525
20160706,23.3562,23.3562,22.5060,22.6398,59115
20160707,22.6493,22.8786,22.4678,22.6493,13974
20160708,22.6493,23.0028,22.6398,22.7639,21628
20160711,22.7639,23.0887,22.4009,22.8977,943386
20160712,22.8977,23.6810,22.7926,22.9932,80162
20160713,22.9932,23.4899,22.9168,23.0792,32049
20160714,23.1269,23.2607,22.8308,23.0314,17909
20160715,23.3371,23.3371,22.8881,23.3371,412069
20160718,23.3371,23.8338,23.2989,23.5282,17582
20160719,23.6810,23.7861,23.3467,23.6046,21212
20160720,23.6906,24.0249,23.6810,23.9198,101061
20160721,24.1586,26.0787,24.1586,25.7921,109972
20160722,26.0214,26.0214,25.0375,25.4005,160341
20160725,25.8017,25.9163,25.2381,25.3527,100897
20160726,25.3623,26.0405,25.3623,26.0214,47218
20160727,26.1933,26.1933,25.6966,25.7921,29460
20160728,26.0978,26.0978,25.6488,25.9450,100975
20160729,26.9958,29.4221,26.9862,28.8490,677967
20160802,28.7439,28.8012,28.4191,28.6484,101824
20160803,28.6579,29.1356,28.6293,28.6866,119396
20160804,28.7535,30.4252,28.6484,30.0908,197281
20160805,30.1481,30.9601,29.8711,30.9219,114867
20160808,31.5333,31.9058,30.9315,30.9888,260060
20160809,30.9506,31.1130,30.1672,30.5398,78374
20160810,30.5685,30.7500,30.4538,30.5685,130504
20160811,30.5685,30.5685,30.3870,30.4347,51160
20160812,30.5019,30.6459,30.3867,30.4635,61974
20160815,30.6651,30.6651,30.1084,30.2044,59773
20160816,30.1660,30.2620,30.0412,30.2140,78679
20160817,30.2140,30.2140,29.8972,30.0796,92344
20160818,30.0988,30.1468,29.6573,29.7533,50589
20160819,29.7341,29.7725,29.5805,29.6477,36298
20160822,29.6285,29.6573,29.4989,29.5517,115104
20160823,29.6573,29.6861,29.3694,29.5805,162162
20160824,29.4845,29.5805,29.4078,29.4653,123062
20160825,29.4078,29.5229,29.1582,29.5037,603985
20160826,29.5133,30.0796,29.5133,29.9836,117976
20160829,30.0796,30.0796,29.5325,29.8109,41937
20160830,29.8876,29.8972,29.7245,29.7533,62486
20160831,29.7533,30.0124,29.5325,29.9068,200020
20160901,29.9164,30.6651,29.8013,30.1660,86331
20160902,30.2332,30.4059,29.6669,29.7917,67970
20160906,29.7725,30.7131,29.7725,30.4443,187092
20160907,30.5787,30.7131,30.4251,30.6171,58607
20160908,30.6459,30.7131,30.5307,30.5979,91085
20160909,30.6075,30.6075,29.7533,29.9452,116943
20160912,29.7917,29.8684,29.6093,29.7245,235081
20160913,29.7245,29.8013,29.3598,29.6573,124900
20160914,29.6477,30.1276,29.6381,29.9548,246051
20160915,29.9548,30.9050,29.9548,30.3675,190003
20160916,30.3579,30.4731,29.7437,29.7437,1977368
20160919,29.9836,30.7419,29.9452,30.4251,108777
20160920,30.4251,31.8744,30.3963,31.7208,807892
20160921,31.8168,32.3543,31.4425,31.8744,287702
20160922,32.2487,32.7766,32.0855,32.5270,100253
20160923,32.7286,32.7286,32.1047,32.2775,143620
20160926,32.3543,32.3543,32.0232,32.1047,37382
20160927,32.0568,32.2679,31.6824,32.0088,41917
20160928,31.2505,31.2649,30.2332,30.4827,277124
20160929,30.5403,30.7419,30.3291,30.6363,106462
20160930,30.6075,30.6075,29.7437,29.8876,102783
20161003,29.8876,30.5691,29.6189,30.3099,178894
20161004,30.3099,30.6363,30.1084,30.4923,120623
20161005,30.5211,30.5691,29.8013,30.1084,86784
20161006,30.0988,30.1564,29.7821,29.8493,84946
20161007,29.8493,29.8588,29.2542,29.3598,92664
20161011,29.3022,29.3022,28.2944,28.4000,157989
20161012,28.3136,28.8895,28.3040,28.6111,149167
20161013,28.6591,28.8511,28.3424,28.6207,153128
20161014,28.6495,28.8511,28.5248,28.5823,47066
20161017,28.4864,28.5343,27.7953,27.8433,306442
20161018,27.8337,28.5823,27.8337,28.5727,230203
20161019,28.6495,28.8895,28.3616,28.4864,242091
20161020,28.5248,28.7455,28.1888,28.5631,186393
20161021,28.5439,28.5439,28.0161,28.1120,47381
20161024,28.0928,28.5152,28.0065,28.3136,117625
20161025,28.3136,28.4768,28.1792,28.3808,45941
20161026,28.2656,28.9758,28.2368,28.7263,80813
20161027,28.7167,28.7167,26.8739,26.9795,385427
20161028,26.9795,27.0659,26.1157,26.1829,182328
20161031,26.0773,27.4402,26.0581,27.3634,257677
20161101,27.5554,27.6801,26.5668,26.9123,133103
20161102,27.7473,28.7935,27.7473,28.0161,251776
20161103,27.9489,27.9585,27.4690,27.8337,131009
20161104,28.0257,28.1216,27.0947,27.7377,162398
20161107,27.8049,28.3616,27.6418,28.0449,114639
20161108,28.1120,28.1120,27.4594,27.6226,73852
20161109,27.2962,27.5458,26.8547,26.9219,92868
20161110,27.0659,27.1619,26.6916,26.8547,43366
20161111,26.8547,26.8547,26.3364,26.6340,53613
20161114,26.6532,26.6724,25.7414,25.8278,79669
20161115,25.6550,26.6244,25.6550,26.4036,145236
20161116,26.5194,26.7414,26.2975,26.4133,66176
20161117,26.4712,27.4845,26.4712,27.3687,52854
20161118,27.4555,27.7836,27.2625,27.6775,85682
20161121,27.8995,28.0828,27.4073,27.5424,99855
20161122,27.6485,28.1697,27.4073,28.0925,138479
20161123,28.0539,28.1021,27.7161,27.8415,34192
20161124,27.8415,28.4302,27.6968,28.1504,32716
20161125,28.1504,28.2276,27.8512,27.9381,28134
20161128,27.7933,28.0635,27.6678,27.9767,53541
20161129,27.9767,28.1793,27.8898,28.0925,32510
20161130,28.0925,28.4495,27.8898,28.3916,79613
20161201,28.3530,28.3530,27.8898,28.0539,113031
20161202,27.9863,28.0346,27.4555,27.5713,71141
20161205,27.4652,27.6196,26.5098,26.6835,50249
20161206,26.7124,26.7414,26.3457,26.5484,64667
20161207,26.6159,27.0020,26.4422,26.9537,29889
20161208,26.8862,27.4941,26.8379,27.0985,29733
20161209,27.0985,27.2625,26.5098,27.1757,100271
20161212,27.2239,27.3880,27.2046,27.2529,121916
20161213,27.2239,27.4169,27.1660,27.3397,56482
20161214,27.2818,27.3301,27.1178,27.1564,92201
20161215,27.1178,27.2143,27.0213,27.1178,99498
20161216,27.1274,27.3880,27.1178,27.2239,22072
20161219,27.1950,27.7450,26.8862,27.4362,49121
20161220,27.4459,28.2276,27.4362,27.5134,45977
20161221,27.7161,27.9863,27.6292,27.8801,30146
20161222,27.8608,27.8898,27.6678,27.7450,11924
20161223,27.6389,27.6871,27.5424,27.6871,29113
20161228,27.8029,27.8319,27.4652,27.4652,54669
20161229,27.4555,28.2565,27.4459,28.0732,31065
20161230,28.0539,28.2083,27.5327,27.7740,49587
20170103,27.7450,28.0732,27.5231,27.6968,62459
20170104,27.7161,28.5557,27.7161,28.2083,45656
20170105,28.1793,28.9513,28.0153,28.8066,52595
20170106,28.8066,28.9224,28.5364,28.5943,63911
20170109,28.6811,28.6811,28.0635,28.2855,29657
20170110,28.1986,28.7390,28.1986,28.5364,94782
20170111,28.5364,29.5786,28.5364,29.3374,65301
20170112,29.4146,29.6172,28.8066,28.8741,51507
20170113,28.9224,28.9224,28.5943,28.7004,15017
20170116,28.6232,29.1251,28.6136,29.0382,15467
20170117,29.1058,29.4242,29.0479,29.3470,28113
20170118,29.3953,29.6944,29.2891,29.3856,33438
20170119,29.4435,29.5593,29.1637,29.2023,65317
20170120,29.4242,29.5014,28.6522,29.1058,60230
20170123,29.0479,29.2312,28.7583,28.9127,35031
20170124,28.8741,28.9417,28.4206,28.5557,45914
20170125,28.6136,28.7390,28.1793,28.3434,70086
20170126,28.3723,28.4109,27.2625,28.0539,125574
20170127,28.0635,28.4399,27.8415,28.3820,25503
20170130,28.3530,28.3530,27.6678,27.7547,93741
20170131,27.7547,27.8222,27.0213,27.4845,92250
20170201,27.5713,28.0346,27.5520,27.7740,61120
20170202,27.7740,28.0732,27.7740,27.8995,54119
20170203,27.9960,28.0346,27.7836,27.8222,45245
20170206,27.8415,28.1118,27.5038,27.5810,58342
20170207,27.5713,27.6389,27.0695,27.3397,58425
20170208,27.3687,27.8126,27.2046,27.6775,61063
20170209,27.7257,27.8801,27.6582,27.7450,63248
20170210,27.7643,27.9767,27.6099,27.8415,40867
20170213,27.8705,28.5171,27.7740,28.4592,103017
20170214,28.4978,28.5943,28.3916,28.4109,37942
20170215,28.4400,29.1772,28.3818,29.0996,93620
20170216,29.1578,30.0017,29.0996,29.7398,114638
20170217,29.7398,29.7980,28.9250,29.1287,154328
20170221,29.1578,29.1578,28.6340,28.7310,63049
20170222,28.7310,28.9056,28.5661,28.8377,25451
20170223,28.9153,28.9929,28.7116,28.7989,45244
20170224,28.6922,28.6922,28.1490,28.5855,57054
20170227,28.4982,28.4982,28.0617,28.1490,109558
20170228,28.2751,28.4400,28.0908,28.3721,89756
20170301,29.5846,31.2239,28.8474,31.0784,242398
20170302,31.0299,31.5731,30.6613,31.0493,96726
20170303,31.1172,31.6507,30.9426,31.4276,62122
20170306,31.5052,31.6701,31.2918,31.5537,55932
20170307,31.5731,31.6895,31.3015,31.5634,71244
20170308,31.6119,31.6992,31.0008,31.1075,78269
20170309,31.1560,31.2045,30.9280,31.0396,29260
20170310,31.0978,31.1075,30.7195,31.0202,20955
20170313,31.0784,31.3403,31.0008,31.1560,25586
20170314,31.1754,31.1754,30.6516,31.0881,22444
20170315,31.1463,31.2336,30.7486,31.0008,39235
20170316,30.9911,31.6701,30.9329,31.5731,51576
20170317,31.4276,31.5537,30.8941,31.3985,57421
20170320,31.3015,31.3694,30.7583,30.9329,35974
20170321,30.9135,31.0396,29.8950,30.5643,59391
20170322,30.5546,30.5643,29.9338,30.3606,38241
20170323,30.3121,30.4285,30.0114,30.3509,24351
20170324,30.3606,31.5246,30.3509,31.3791,37958
20170327,31.2142,31.7865,30.9717,31.5343,36738
20170328,31.6119,31.8156,31.2821,31.5149,26856
20170329,31.6119,31.7089,31.3306,31.5246,31953
20170330,31.5731,31.5731,31.1463,31.2045,73650
20170331,31.2045,31.4761,31.0105,31.4373,32430
20170403,31.4276,31.9708,31.4276,31.7574,57956
20170404,31.8544,31.8544,31.4373,31.6604,141332
20170405,31.6410,32.2521,31.6216,31.9902,77749
20170406,32.0581,33.5228,31.6604,33.0572,144111
20170407,33.2415,33.6877,32.5722,33.3094,51764
20170410,33.4452,33.9108,32.7759,33.1833,216900
20170411,33.1930,33.8332,32.9311,33.8138,75885
20170412,33.8138,34.6285,33.5422,34.0756,118918
20170413,34.0853,34.2939,33.7556,33.8429,61169
20170417,33.9593,34.8322,33.9593,34.6091,25017
20170418,34.4442,35.4239,34.4442,34.6479,56552
20170419,34.6867,34.8710,34.5315,34.7352,50060
20170420,34.9486,35.0165,34.6188,34.7158,107050
20170421,34.7837,34.9292,34.5024,34.6867,22455
20170424,34.9098,35.0456,34.6964,34.8031,90536
20170425,34.9680,34.9680,34.4345,34.5412,40377
20170426,34.5606,34.7449,34.0756,34.4054,42807
20170427,34.4442,34.6770,34.1144,34.1435,17304
20170428,34.1823,34.6479,34.0853,34.2502,40129
20170501,34.3569,34.6576,34.1241,34.2696,33434
20170502,34.2599,34.5606,34.2599,34.3666,59506
20170503,34.5218,34.5218,33.9884,34.1920,51069
20170504,34.1532,34.3181,33.5034,34.1435,26756
20170505,34.2599,34.3375,34.0562,34.3375,12901
20170508,34.2890,34.4733,34.1241,34.2987,21158
20170509,34.2890,34.4830,33.8817,33.9690,80225
20170510,35.7052,36.9565,35.7052,36.4618,287108
20170511,36.6267,38.3533,36.6267,38.0720,151173
20170512,37.8295,38.0817,37.4803,37.9459,87769
20170515,38.0720,38.0720,37.2184,37.4997,69982
20170516,37.6549,38.4309,37.6549,38.3921,59050
20170517,38.2022,38.3580,37.0138,37.0430,70591
20170518,36.8774,37.6372,36.7995,37.1599,72025
20170519,37.2573,38.3775,37.2573,38.2119,54399
20170523,38.6307,38.9035,38.1047,38.1437,76672
20170524,38.1437,38.4944,37.5788,38.2022,39487
20170525,38.2022,38.7184,38.2022,38.2996,58395
20170526,38.3677,38.7866,38.3483,38.7866,46174
20170529,38.7768,40.2379,38.7768,39.6145,46634
20170530,39.6827,40.1405,38.6600,38.6892,46384
20170531,38.6892,38.6989,37.6664,37.9879,192826
20170601,37.9684,38.4554,37.6664,38.2411,93989
20170602,38.2314,38.6697,38.0366,38.1827,46624
20170605,38.1340,38.2996,37.5495,37.9002,23223
20170606,37.6956,37.9489,37.4327,37.6080,36106
20170607,37.4132,38.1729,37.4132,37.7346,38412
20170608,37.7736,37.7931,37.3060,37.4034,31324
20170609,37.3158,37.4229,36.8580,36.9456,37850
20170612,36.8774,37.1112,36.3612,36.4196,45095
20170613,36.6729,38.1729,36.6534,37.8710,84159
20170614,38.4067,38.4067,37.4521,37.9294,91316
20170615,37.6956,38.1437,37.5252,38.0463,34919
20170616,38.0658,38.0658,37.4034,37.9392,69815
20170619,37.9489,38.9327,37.7931,37.9099,102011
20170620,37.8905,38.4359,37.8905,38.1340,24301
20170621,38.2898,39.7509,38.2898,39.4295,73545
20170622,39.4489,40.0918,39.1470,40.0041,52282
20170623,40.1015,40.6275,39.8580,40.5009,63221
20170626,40.6665,40.6665,40.1600,40.4814,57006
20170627,40.4230,41.2120,40.4230,40.9100,93114
20170628,41.0269,41.2607,40.9051,41.2120,21340
20170629,41.1243,41.1925,39.7314,39.8678,72808
20170630,39.8678,40.2574,39.3710,40.0821,27847
20170704,40.3061,40.6665,39.9554,40.6665,21221
20170705,40.7249,40.9392,40.0821,40.6470,84675
20170706,40.6957,40.8321,40.4035,40.7639,48996
20170707,40.7444,40.9295,40.5788,40.8223,57612
20170710,40.8418,40.8613,40.0821,40.1990,42821
20170711,40.3061,40.5886,40.0626,40.1405,22419
20170712,40.3061,40.3061,39.5756,39.6924,21539
20170713,39.9165,39.9165,39.4489,39.6340,31048
20170714,39.3905,39.5269,39.3126,39.3613,29767
20170717,39.3320,39.6681,38.8548,38.9717,26383
20170718,38.9035,39.0204,38.5723,38.7476,39435
20170719,38.7281,39.2054,38.6307,38.9035,38650
20170720,38.9327,38.9327,38.0171,38.3093,40082
20170721,38.3093,38.3531,37.7931,38.1340,32344
20170724,38.1340,38.2314,37.3255,37.6859,66305
20170725,38.1242,38.1242,37.4814,37.9586,30892
20170726,37.9879,38.0463,37.4521,37.5788,36310
20170727,37.8125,38.0122,37.3060,37.7444,46425
20170728,37.7444,37.8125,37.0333,37.1891,31658
20170731,37.0333,37.2671,36.3807,36.9456,45602
20170801,36.3222,37.2476,35.7963,37.1794,200439
20170802,37.3255,38.2801,37.2573,38.2703,76985
20170803,38.4651,38.4651,33.8676,34.7053,424636
20170804,34.9586,34.9586,34.0430,34.1404,204713
20170808,34.1501,35.1144,34.1501,34.5300,86908
20170809,34.6761,34.6761,34.1599,34.2767,49228
20170810,34.1501,34.5787,33.8676,33.9456,43641
20170811,33.8482,33.9943,33.7021,33.8384,30988
20170814,34.0917,34.2378,33.9504,34.0430,57550
20170815,34.0430,34.1501,33.9456,34.0332,83627
20170816,33.9990,34.0773,33.4020,33.5390,73759
